Student_ID,DOA,DOB,Department_Choices,Department_Admission
20145318,7/1/2014,9/29/1996,IDEPT1142,IDEPT1142
20145348,7/1/2014,2/13/1997,IDEPT2357,IDEPT2357
20145379,7/1/2014,12/15/1996,IDEPT2425,IDEPT2425
20145386,7/1/2014,12/28/1996,IDEPT8598,IDEPT8598
20145407,7/1/2014,3/21/1997,IDEPT7005,IDEPT7005
20145417,7/1/2014,12/9/1996,IDEPT6347,IDEPT6347
20145436,7/1/2014,8/9/1996,IDEPT1367,IDEPT1367
20145437,7/1/2014,9/25/1996,IDEPT1836,IDEPT1836
20145453,7/1/2014,3/17/1997,IDEPT1423,IDEPT1423
20145485,7/1/2014,3/19/1997,IDEPT4938,IDEPT4938
20145529,7/1/2014,7/7/1996,IDEPT5109,IDEPT5109
20145547,7/1/2014,8/8/1996,IDEPT4938,IDEPT4938
20145553,7/1/2014,10/31/1996,IDEPT3062,IDEPT3062
20145567,7/1/2014,5/21/1997,IDEPT1825,IDEPT1825
20145581,7/1/2014,6/19/1997,IDEPT4055,IDEPT4055
20145582,7/1/2014,3/16/1997,IDEPT3062,IDEPT3062
20145597,7/1/2014,6/15/1997,IDEPT3778,IDEPT3778
20145599,7/1/2014,10/21/1996,IDEPT1423,IDEPT1423
20145606,7/1/2014,11/18/1996,IDEPT1677,IDEPT1677
20145613,7/1/2014,4/14/1997,IDEPT7005,IDEPT7005
20145635,7/1/2014,7/24/1996,IDEPT4670,IDEPT4670
20145652,7/1/2014,5/29/1997,IDEPT3868,IDEPT3868
20145670,7/1/2014,5/7/1997,IDEPT3062,IDEPT3062
20145672,7/1/2014,9/26/1996,IDEPT1537,IDEPT1537
20145681,7/1/2014,6/24/1997,IDEPT8379,IDEPT8379
20145691,7/1/2014,8/18/1996,IDEPT5881,IDEPT5881
20145708,7/1/2014,1/5/1997,IDEPT5127,IDEPT5127
20145711,7/1/2014,5/25/1997,IDEPT1388,IDEPT1388
20145713,7/1/2014,8/25/1996,IDEPT3778,IDEPT3778
20145723,7/1/2014,6/9/1997,IDEPT2601,IDEPT2601
20145746,7/1/2014,8/25/1996,IDEPT1096,IDEPT1096
20145769,7/1/2014,2/4/1997,IDEPT2054,IDEPT2054
20145772,7/1/2014,5/7/1997,IDEPT4132,IDEPT4132
20145773,7/1/2014,1/9/1997,IDEPT1825,IDEPT1825
20145780,7/1/2014,11/25/1996,IDEPT2357,IDEPT2357
20145798,7/1/2014,8/9/1996,IDEPT4055,IDEPT4055
20145831,7/1/2014,1/16/1997,IDEPT3062,IDEPT3062
20145835,7/1/2014,9/19/1996,IDEPT1096,IDEPT1096
20145847,7/1/2014,2/22/1997,IDEPT7005,IDEPT7005
20145851,7/1/2014,10/11/1996,IDEPT5881,IDEPT5881
20145852,7/1/2014,7/2/1997,IDEPT8825,IDEPT8825
20145853,7/1/2014,3/6/1997,IDEPT3115,IDEPT3115
20145874,7/1/2014,1/4/1997,IDEPT3115,IDEPT3115
20145894,7/1/2014,11/29/1996,IDEPT8598,IDEPT8598
20145900,7/1/2014,12/16/1996,IDEPT3868,IDEPT3868
20145903,7/1/2014,2/20/1997,IDEPT8598,IDEPT8598
20145917,7/1/2014,4/27/1997,IDEPT1677,IDEPT1677
20145919,7/1/2014,8/30/1996,IDEPT5881,IDEPT5881
20145922,7/1/2014,1/9/1997,IDEPT2601,IDEPT2601
20145927,7/1/2014,5/13/1997,IDEPT1533,IDEPT1533
20145930,7/1/2014,12/14/1996,IDEPT1378,IDEPT1378
20145949,7/1/2014,6/29/1997,IDEPT6347,IDEPT6347
20145982,7/1/2014,3/12/1997,IDEPT1615,IDEPT1615
20146032,7/1/2014,10/4/1996,IDEPT8473,IDEPT8473
20146037,7/1/2014,8/5/1996,IDEPT3778,IDEPT3778
20146046,7/1/2014,6/8/1997,IDEPT1388,IDEPT1388
20146071,7/1/2014,11/11/1996,IDEPT1367,IDEPT1367
20146083,7/1/2014,5/21/1997,IDEPT8379,IDEPT8379
20146091,7/1/2014,2/19/1997,IDEPT1836,IDEPT1836
20146094,7/1/2014,4/29/1997,IDEPT4132,IDEPT4132
20146197,7/1/2014,4/23/1997,IDEPT2425,IDEPT2425
20146207,7/1/2014,4/26/1997,IDEPT7626,IDEPT7626
20146232,7/1/2014,12/17/1996,IDEPT3778,IDEPT3778
20146245,7/1/2014,7/11/1996,IDEPT2357,IDEPT2357
20146265,7/1/2014,8/24/1996,IDEPT3115,IDEPT3115
20146300,7/1/2014,4/6/1997,IDEPT1096,IDEPT1096
20146319,7/1/2014,10/30/1996,IDEPT4938,IDEPT4938
20146340,7/1/2014,8/19/1996,IDEPT5109,IDEPT5109
20146342,7/1/2014,4/2/1997,IDEPT5564,IDEPT5564
20146358,7/1/2014,1/18/1997,IDEPT4308,IDEPT4308
20146359,7/1/2014,1/3/1997,IDEPT3062,IDEPT3062
20146395,7/1/2014,2/5/1997,IDEPT1388,IDEPT1388
20146413,7/1/2014,9/26/1996,IDEPT1537,IDEPT1537
20146424,7/1/2014,11/6/1996,IDEPT7783,IDEPT7783
20146425,7/1/2014,1/16/1997,IDEPT1367,IDEPT1367
20146427,7/1/2014,4/28/1997,IDEPT7005,IDEPT7005
20146458,7/1/2014,12/28/1996,IDEPT4132,IDEPT4132
20146465,7/1/2014,2/21/1997,IDEPT1142,IDEPT1142
20146477,7/1/2014,6/17/1997,IDEPT7005,IDEPT7005
20146478,7/1/2014,8/14/1996,IDEPT4055,IDEPT4055
20146492,7/1/2014,6/24/1997,IDEPT8379,IDEPT8379
20146496,7/1/2014,6/25/1997,IDEPT5564,IDEPT5564
20146500,7/1/2014,12/3/1996,IDEPT1388,IDEPT1388
20146509,7/1/2014,7/1/1997,IDEPT8379,IDEPT8379
20146518,7/1/2014,7/19/1996,IDEPT3868,IDEPT3868
20146524,7/1/2014,7/31/1996,IDEPT8379,IDEPT8379
20146534,7/1/2014,4/3/1997,IDEPT1096,IDEPT1096
20146538,7/1/2014,6/29/1997,IDEPT5881,IDEPT5881
20146539,7/1/2014,1/6/1997,IDEPT1537,IDEPT1537
20146577,7/1/2014,12/23/1996,IDEPT5408,IDEPT5408
20146579,7/1/2014,4/22/1997,IDEPT1533,IDEPT1533
20146581,7/1/2014,6/17/1997,IDEPT3115,IDEPT3115
20146644,7/1/2014,1/6/1997,IDEPT2601,IDEPT2601
20146645,7/1/2014,1/12/1997,IDEPT5881,IDEPT5881
20146658,7/1/2014,9/28/1996,IDEPT1825,IDEPT1825
20146665,7/1/2014,5/21/1997,IDEPT2054,IDEPT2054
20146672,7/1/2014,4/13/1997,IDEPT1825,IDEPT1825
20146693,7/1/2014,6/25/1997,IDEPT4132,IDEPT4132
20146712,7/1/2014,7/25/1996,IDEPT1533,IDEPT1533
20146743,7/1/2014,12/20/1996,IDEPT1423,IDEPT1423
20146748,7/1/2014,11/30/1996,IDEPT8825,IDEPT8825
20146783,7/1/2014,11/29/1996,IDEPT8598,IDEPT8598
20146790,7/1/2014,4/25/1997,IDEPT3778,IDEPT3778
20146800,7/1/2014,1/19/1997,IDEPT1096,IDEPT1096
20146817,7/1/2014,7/4/1997,IDEPT5408,IDEPT5408
20146826,7/1/2014,3/23/1997,IDEPT4308,IDEPT4308
20146835,7/1/2014,4/1/1997,IDEPT1537,IDEPT1537
20146860,7/1/2014,10/8/1996,IDEPT4938,IDEPT4938
20146875,7/1/2014,3/29/1997,IDEPT1836,IDEPT1836
20146891,7/1/2014,10/15/1996,IDEPT1836,IDEPT1836
20146895,7/1/2014,5/28/1997,IDEPT1096,IDEPT1096
20146935,7/1/2014,8/5/1996,IDEPT1142,IDEPT1142
20146939,7/1/2014,6/9/1997,IDEPT7626,IDEPT7626
20146944,7/1/2014,8/27/1996,IDEPT2054,IDEPT2054
20146962,7/1/2014,9/3/1996,IDEPT1367,IDEPT1367
20146971,7/1/2014,7/29/1996,IDEPT1367,IDEPT1367
20146985,7/1/2014,10/1/1996,IDEPT3115,IDEPT3115
20147007,7/1/2014,6/3/1997,IDEPT1836,IDEPT1836
20147055,7/1/2014,12/15/1996,IDEPT7783,IDEPT7783
20147058,7/1/2014,8/11/1996,IDEPT1537,IDEPT1537
20147063,7/1/2014,12/8/1996,IDEPT3062,IDEPT3062
20147101,7/1/2014,10/31/1996,IDEPT5881,IDEPT5881
20147103,7/1/2014,1/20/1997,IDEPT2425,IDEPT2425
20147129,7/1/2014,6/7/1997,IDEPT3115,IDEPT3115
20147160,7/1/2014,2/11/1997,IDEPT1388,IDEPT1388
20147161,7/1/2014,8/30/1996,IDEPT4308,IDEPT4308
20147162,7/1/2014,6/7/1997,IDEPT1096,IDEPT1096
20147171,7/1/2014,9/8/1996,IDEPT3115,IDEPT3115
20147176,7/1/2014,10/10/1996,IDEPT1825,IDEPT1825
20147200,7/1/2014,10/11/1996,IDEPT5127,IDEPT5127
20147221,7/1/2014,1/12/1997,IDEPT4055,IDEPT4055
20147222,7/1/2014,10/2/1996,IDEPT1096,IDEPT1096
20147247,7/1/2014,1/14/1997,IDEPT3115,IDEPT3115
20147259,7/1/2014,3/28/1997,IDEPT1836,IDEPT1836
20147265,7/1/2014,12/11/1996,IDEPT7783,IDEPT7783
20147273,7/1/2014,1/15/1997,IDEPT3062,IDEPT3062
20147277,7/1/2014,1/23/1997,IDEPT6347,IDEPT6347
20147292,7/1/2014,4/2/1997,IDEPT2425,IDEPT2425
20147327,7/1/2014,6/19/1997,IDEPT4308,IDEPT4308
20147339,7/1/2014,7/4/1997,IDEPT3778,IDEPT3778
20147406,7/1/2014,10/14/1996,IDEPT1533,IDEPT1533
20147407,7/1/2014,5/3/1997,IDEPT4132,IDEPT4132
20147408,7/1/2014,5/2/1997,IDEPT1537,IDEPT1537
20147417,7/1/2014,8/19/1996,IDEPT1836,IDEPT1836
20147463,7/1/2014,1/9/1997,IDEPT1367,IDEPT1367
20147483,7/1/2014,1/16/1997,IDEPT8598,IDEPT8598
20147487,7/1/2014,12/7/1996,IDEPT5127,IDEPT5127
20147491,7/1/2014,7/25/1996,IDEPT8313,IDEPT8313
20147499,7/1/2014,11/13/1996,IDEPT5564,IDEPT5564
20147520,7/1/2014,9/10/1996,IDEPT8598,IDEPT8598
20147521,7/1/2014,8/8/1996,IDEPT1367,IDEPT1367
20147523,7/1/2014,5/21/1997,IDEPT1537,IDEPT1537
20147559,7/1/2014,6/2/1997,IDEPT2425,IDEPT2425
20147569,7/1/2014,9/12/1996,IDEPT1836,IDEPT1836
20147589,7/1/2014,1/5/1997,IDEPT3868,IDEPT3868
20147592,7/1/2014,2/1/1997,IDEPT5109,IDEPT5109
20147597,7/1/2014,2/8/1997,IDEPT4670,IDEPT4670
20147629,7/1/2014,12/10/1996,IDEPT4132,IDEPT4132
20147631,7/1/2014,8/7/1996,IDEPT5408,IDEPT5408
20147638,7/1/2014,7/15/1996,IDEPT4308,IDEPT4308
20147641,7/1/2014,8/1/1996,IDEPT7783,IDEPT7783
20147646,7/1/2014,7/3/1997,IDEPT4055,IDEPT4055
20147670,7/1/2014,7/4/1997,IDEPT3115,IDEPT3115
20147718,7/1/2014,6/3/1997,IDEPT5127,IDEPT5127
20147719,7/1/2014,5/26/1997,IDEPT5127,IDEPT5127
20147720,7/1/2014,3/4/1997,IDEPT8825,IDEPT8825
20147727,7/1/2014,12/11/1996,IDEPT2054,IDEPT2054
20147759,7/1/2014,9/16/1996,IDEPT8313,IDEPT8313
20147762,7/1/2014,10/2/1996,IDEPT1096,IDEPT1096
20147769,7/1/2014,8/19/1996,IDEPT6347,IDEPT6347
20147770,7/1/2014,12/10/1996,IDEPT4308,IDEPT4308
20147787,7/1/2014,8/22/1996,IDEPT4670,IDEPT4670
20147791,7/1/2014,1/20/1997,IDEPT7783,IDEPT7783
20147792,7/1/2014,4/8/1997,IDEPT1388,IDEPT1388
20147803,7/1/2014,6/27/1997,IDEPT7005,IDEPT7005
20147806,7/1/2014,2/13/1997,IDEPT4055,IDEPT4055
20147809,7/1/2014,3/10/1997,IDEPT2425,IDEPT2425
20147838,7/1/2014,12/23/1996,IDEPT4308,IDEPT4308
20147845,7/1/2014,6/23/1997,IDEPT5881,IDEPT5881
20147898,7/1/2014,6/20/1997,IDEPT1388,IDEPT1388
20147911,7/1/2014,1/7/1997,IDEPT8379,IDEPT8379
20147914,7/1/2014,6/7/1997,IDEPT5109,IDEPT5109
20147924,7/1/2014,3/12/1997,IDEPT1096,IDEPT1096
20147931,7/1/2014,3/24/1997,IDEPT7005,IDEPT7005
20147936,7/1/2014,10/12/1996,IDEPT1533,IDEPT1533
20147961,7/1/2014,7/4/1997,IDEPT7626,IDEPT7626
20147963,7/1/2014,10/20/1996,IDEPT2425,IDEPT2425
20147981,7/1/2014,6/22/1997,IDEPT1378,IDEPT1378
20148031,7/1/2014,12/27/1996,IDEPT1423,IDEPT1423
20148072,7/1/2014,9/24/1996,IDEPT8598,IDEPT8598
20148076,7/1/2014,4/29/1997,IDEPT5408,IDEPT5408
20148088,7/1/2014,2/23/1997,IDEPT8379,IDEPT8379
20148149,7/1/2014,4/9/1997,IDEPT8379,IDEPT8379
20148150,7/1/2014,7/13/1996,IDEPT3062,IDEPT3062
20148159,7/1/2014,2/22/1997,IDEPT4938,IDEPT4938
20148166,7/1/2014,2/21/1997,IDEPT4132,IDEPT4132
20148169,7/1/2014,6/25/1997,IDEPT1423,IDEPT1423
20148176,7/1/2014,10/2/1996,IDEPT1677,IDEPT1677
20148178,7/1/2014,9/20/1996,IDEPT3778,IDEPT3778
20148193,7/1/2014,8/21/1996,IDEPT5528,IDEPT5528
20148196,7/1/2014,3/21/1997,IDEPT4938,IDEPT4938
20148226,7/1/2014,2/23/1997,IDEPT8313,IDEPT8313
20148274,7/1/2014,6/4/1997,IDEPT4938,IDEPT4938
20148281,7/1/2014,12/15/1996,IDEPT3062,IDEPT3062
20148293,7/1/2014,5/2/1997,IDEPT3868,IDEPT3868
20148300,7/1/2014,11/21/1996,IDEPT1537,IDEPT1537
20148305,7/1/2014,2/20/1997,IDEPT4132,IDEPT4132
20148321,7/1/2014,10/10/1996,IDEPT3062,IDEPT3062
20148324,7/1/2014,10/14/1996,IDEPT4308,IDEPT4308
20148325,7/1/2014,2/27/1997,IDEPT1423,IDEPT1423
20148334,7/1/2014,5/23/1997,IDEPT3778,IDEPT3778
20148337,7/1/2014,5/2/1997,IDEPT1378,IDEPT1378
20148348,7/1/2014,3/17/1997,IDEPT2601,IDEPT2601
20148351,7/1/2014,6/12/1997,IDEPT8313,IDEPT8313
20148356,7/1/2014,12/18/1996,IDEPT5408,IDEPT5408
20148359,7/1/2014,2/23/1997,IDEPT1537,IDEPT1537
20148362,7/1/2014,1/16/1997,IDEPT1423,IDEPT1423
20148365,7/1/2014,6/5/1997,IDEPT2357,IDEPT2357
20148396,7/1/2014,5/12/1997,IDEPT2357,IDEPT2357
20148424,7/1/2014,5/12/1997,IDEPT2425,IDEPT2425
20148458,7/1/2014,7/3/1997,IDEPT8825,IDEPT8825
20148478,7/1/2014,7/9/1996,IDEPT8313,IDEPT8313
20148481,7/1/2014,5/23/1997,IDEPT8825,IDEPT8825
20148500,7/1/2014,1/11/1997,IDEPT4670,IDEPT4670
20148516,7/1/2014,9/15/1996,IDEPT3062,IDEPT3062
20148518,7/1/2014,6/9/1997,IDEPT3115,IDEPT3115
20148520,7/1/2014,8/27/1996,IDEPT1537,IDEPT1537
20148523,7/1/2014,12/10/1996,IDEPT5528,IDEPT5528
20148525,7/1/2014,4/15/1997,IDEPT6347,IDEPT6347
20148534,7/1/2014,3/30/1997,IDEPT4938,IDEPT4938
20148547,7/1/2014,12/25/1996,IDEPT1378,IDEPT1378
20148548,7/1/2014,8/25/1996,IDEPT3062,IDEPT3062
20148562,7/1/2014,7/23/1996,IDEPT2054,IDEPT2054
20148575,7/1/2014,7/22/1996,IDEPT8313,IDEPT8313
20148578,7/1/2014,5/21/1997,IDEPT1677,IDEPT1677
20148583,7/1/2014,5/18/1997,IDEPT1537,IDEPT1537
20148587,7/1/2014,6/11/1997,IDEPT4670,IDEPT4670
20148611,7/1/2014,7/27/1996,IDEPT4670,IDEPT4670
20148623,7/1/2014,3/30/1997,IDEPT5408,IDEPT5408
20148646,7/1/2014,7/28/1996,IDEPT1142,IDEPT1142
20148648,7/1/2014,2/20/1997,IDEPT5408,IDEPT5408
20148655,7/1/2014,7/8/1996,IDEPT1423,IDEPT1423
20148671,7/1/2014,10/12/1996,IDEPT1537,IDEPT1537
20148684,7/1/2014,3/29/1997,IDEPT1537,IDEPT1537
20148721,7/1/2014,9/4/1996,IDEPT8473,IDEPT8473
20148725,7/1/2014,8/21/1996,IDEPT4055,IDEPT4055
20148761,7/1/2014,1/5/1997,IDEPT1423,IDEPT1423
20148765,7/1/2014,1/22/1997,IDEPT5528,IDEPT5528
20148774,7/1/2014,1/2/1997,IDEPT2054,IDEPT2054
20148804,7/1/2014,9/19/1996,IDEPT1423,IDEPT1423
20148841,7/1/2014,4/28/1997,IDEPT3868,IDEPT3868
20148893,7/1/2014,3/22/1997,IDEPT5408,IDEPT5408
20148913,7/1/2014,11/17/1996,IDEPT1096,IDEPT1096
20148917,7/1/2014,6/12/1997,IDEPT4132,IDEPT4132
20148957,7/1/2014,10/5/1996,IDEPT1537,IDEPT1537
20148959,7/1/2014,3/18/1997,IDEPT7005,IDEPT7005
20148980,7/1/2014,5/4/1997,IDEPT4938,IDEPT4938
20148985,7/1/2014,5/25/1997,IDEPT1825,IDEPT1825
20148994,7/1/2014,4/10/1997,IDEPT5127,IDEPT5127
20149001,7/1/2014,12/6/1996,IDEPT5881,IDEPT5881
20149017,7/1/2014,10/28/1996,IDEPT4938,IDEPT4938
20149029,7/1/2014,5/18/1997,IDEPT4670,IDEPT4670
20149047,7/1/2014,1/26/1997,IDEPT3115,IDEPT3115
20149056,7/1/2014,11/12/1996,IDEPT8379,IDEPT8379
20149060,7/1/2014,8/15/1996,IDEPT8473,IDEPT8473
20149062,7/1/2014,5/4/1997,IDEPT7005,IDEPT7005
20149070,7/1/2014,4/19/1997,IDEPT1378,IDEPT1378
20149078,7/1/2014,5/27/1997,IDEPT7005,IDEPT7005
20149093,7/1/2014,5/26/1997,IDEPT4055,IDEPT4055
20149123,7/1/2014,5/30/1997,IDEPT2054,IDEPT2054
20149131,7/1/2014,3/22/1997,IDEPT3868,IDEPT3868
20149136,7/1/2014,7/8/1996,IDEPT2425,IDEPT2425
20149144,7/1/2014,3/2/1997,IDEPT1537,IDEPT1537
20149152,7/1/2014,11/26/1996,IDEPT5881,IDEPT5881
20149201,7/1/2014,4/9/1997,IDEPT5109,IDEPT5109
20149241,7/1/2014,5/11/1997,IDEPT4938,IDEPT4938
20149252,7/1/2014,2/17/1997,IDEPT1423,IDEPT1423
20149256,7/1/2014,5/10/1997,IDEPT2425,IDEPT2425
20149261,7/1/2014,5/24/1997,IDEPT7005,IDEPT7005
20149269,7/1/2014,3/4/1997,IDEPT4308,IDEPT4308
20149271,7/1/2014,3/21/1997,IDEPT1096,IDEPT1096
20149273,7/1/2014,1/31/1997,IDEPT2601,IDEPT2601
20149293,7/1/2014,5/15/1997,IDEPT8379,IDEPT8379
20149312,7/1/2014,12/23/1996,IDEPT3115,IDEPT3115
20149333,7/1/2014,1/1/1997,IDEPT1378,IDEPT1378
20149358,7/1/2014,12/1/1996,IDEPT5528,IDEPT5528
20149378,7/1/2014,7/12/1996,IDEPT5408,IDEPT5408
20149387,7/1/2014,1/21/1997,IDEPT1533,IDEPT1533
20149390,7/1/2014,3/5/1997,IDEPT4938,IDEPT4938
20149391,7/1/2014,1/5/1997,IDEPT4938,IDEPT4938
20149395,7/1/2014,5/14/1997,IDEPT1096,IDEPT1096
20149419,7/1/2014,9/30/1996,IDEPT1537,IDEPT1537
20149429,7/1/2014,5/2/1997,IDEPT4308,IDEPT4308
20149442,7/1/2014,8/13/1996,IDEPT5528,IDEPT5528
20149456,7/1/2014,7/21/1996,IDEPT1142,IDEPT1142
20149465,7/1/2014,9/30/1996,IDEPT1677,IDEPT1677
20149468,7/1/2014,10/9/1996,IDEPT3115,IDEPT3115
20149469,7/1/2014,5/9/1997,IDEPT2357,IDEPT2357
20149473,7/1/2014,9/24/1996,IDEPT5127,IDEPT5127
20149500,7/1/2014,9/28/1996,IDEPT4308,IDEPT4308
20149518,7/1/2014,12/7/1996,IDEPT5881,IDEPT5881
20149542,7/1/2014,2/6/1997,IDEPT1825,IDEPT1825
20149584,7/1/2014,6/23/1997,IDEPT3115,IDEPT3115
20149602,7/1/2014,10/30/1996,IDEPT1825,IDEPT1825
20149616,7/1/2014,12/4/1996,IDEPT1367,IDEPT1367
20149625,7/1/2014,10/7/1996,IDEPT5564,IDEPT5564
20149641,7/1/2014,2/2/1997,IDEPT1388,IDEPT1388
20149680,7/1/2014,6/29/1997,IDEPT1677,IDEPT1677
20149692,7/1/2014,8/30/1996,IDEPT5881,IDEPT5881
20149715,7/1/2014,1/19/1997,IDEPT7005,IDEPT7005
20149730,7/1/2014,1/25/1997,IDEPT1367,IDEPT1367
20149733,7/1/2014,7/1/1997,IDEPT1836,IDEPT1836
20149744,7/1/2014,10/14/1996,IDEPT8473,IDEPT8473
20149753,7/1/2014,3/18/1997,IDEPT3778,IDEPT3778
20149758,7/1/2014,3/4/1997,IDEPT1533,IDEPT1533
20149769,7/1/2014,1/4/1997,IDEPT3778,IDEPT3778
20149772,7/1/2014,3/17/1997,IDEPT7626,IDEPT7626
20149831,7/1/2014,3/24/1997,IDEPT2601,IDEPT2601
20149853,7/1/2014,10/23/1996,IDEPT7005,IDEPT7005
20149854,7/1/2014,5/2/1997,IDEPT3868,IDEPT3868
20149859,7/1/2014,12/8/1996,IDEPT5109,IDEPT5109
20149919,7/1/2014,5/25/1997,IDEPT6347,IDEPT6347
20149935,7/1/2014,8/5/1996,IDEPT4132,IDEPT4132
20149986,7/1/2014,7/24/1996,IDEPT1096,IDEPT1096
20149991,7/1/2014,6/11/1997,IDEPT5408,IDEPT5408
20151111,7/1/2015,8/25/1997,IDEPT4670,IDEPT4670
20151122,7/1/2015,4/13/1998,IDEPT2601,IDEPT2601
20151128,7/1/2015,3/10/1998,IDEPT1367,IDEPT1367
20151132,7/1/2015,10/7/1997,IDEPT2357,IDEPT2357
20151142,7/1/2015,2/14/1998,IDEPT1367,IDEPT1367
20151149,7/1/2015,3/4/1998,IDEPT7783,IDEPT7783
20151170,7/1/2015,6/26/1998,IDEPT3868,IDEPT3868
20151172,7/1/2015,6/22/1998,IDEPT1388,IDEPT1388
20151175,7/1/2015,12/7/1997,IDEPT5408,IDEPT5408
20151177,7/1/2015,5/24/1998,IDEPT4938,IDEPT4938
20151183,7/1/2015,10/3/1997,IDEPT1096,IDEPT1096
20151227,7/1/2015,4/22/1998,IDEPT1423,IDEPT1423
20151235,7/1/2015,1/10/1998,IDEPT1096,IDEPT1096
20151242,7/1/2015,7/13/1997,IDEPT3062,IDEPT3062
20151243,7/1/2015,4/1/1998,IDEPT5408,IDEPT5408
20151268,7/1/2015,12/14/1997,IDEPT1677,IDEPT1677
20151274,7/1/2015,3/24/1998,IDEPT4132,IDEPT4132
20151284,7/1/2015,11/2/1997,IDEPT1423,IDEPT1423
20151289,7/1/2015,7/23/1997,IDEPT1615,IDEPT1615
20151294,7/1/2015,7/26/1997,IDEPT3868,IDEPT3868
20151302,7/1/2015,9/7/1997,IDEPT1378,IDEPT1378
20151325,7/1/2015,5/2/1998,IDEPT4308,IDEPT4308
20151346,7/1/2015,4/11/1998,IDEPT1615,IDEPT1615
20151380,7/1/2015,9/12/1997,IDEPT3115,IDEPT3115
20151386,7/1/2015,3/20/1998,IDEPT8598,IDEPT8598
20151398,7/1/2015,1/6/1998,IDEPT3115,IDEPT3115
20151401,7/1/2015,11/1/1997,IDEPT2425,IDEPT2425
20151403,7/1/2015,9/12/1997,IDEPT8313,IDEPT8313
20151422,7/1/2015,2/12/1998,IDEPT1537,IDEPT1537
20151424,7/1/2015,8/18/1997,IDEPT1537,IDEPT1537
20151485,7/1/2015,3/17/1998,IDEPT1096,IDEPT1096
20151492,7/1/2015,9/10/1997,IDEPT8379,IDEPT8379
20151515,7/1/2015,9/6/1997,IDEPT3062,IDEPT3062
20151518,7/1/2015,2/25/1998,IDEPT5881,IDEPT5881
20151538,7/1/2015,1/28/1998,IDEPT1825,IDEPT1825
20151557,7/1/2015,5/28/1998,IDEPT3062,IDEPT3062
20151565,7/1/2015,2/16/1998,IDEPT4308,IDEPT4308
20151584,7/1/2015,9/3/1997,IDEPT1096,IDEPT1096
20151594,7/1/2015,11/28/1997,IDEPT7626,IDEPT7626
20151616,7/1/2015,7/22/1997,IDEPT5127,IDEPT5127
20151623,7/1/2015,5/26/1998,IDEPT1825,IDEPT1825
20151668,7/1/2015,9/19/1997,IDEPT4055,IDEPT4055
20151682,7/1/2015,2/1/1998,IDEPT8598,IDEPT8598
20151694,7/1/2015,9/3/1997,IDEPT1825,IDEPT1825
20151698,7/1/2015,1/6/1998,IDEPT5109,IDEPT5109
20151700,7/1/2015,5/3/1998,IDEPT1096,IDEPT1096
20151701,7/1/2015,11/16/1997,IDEPT2054,IDEPT2054
20151704,7/1/2015,11/10/1997,IDEPT8473,IDEPT8473
20151709,7/1/2015,4/17/1998,IDEPT5564,IDEPT5564
20151731,7/1/2015,5/30/1998,IDEPT4055,IDEPT4055
20151732,7/1/2015,5/27/1998,IDEPT8473,IDEPT8473
20151733,7/1/2015,4/3/1998,IDEPT2357,IDEPT2357
20151739,7/1/2015,7/28/1997,IDEPT2601,IDEPT2601
20151755,7/1/2015,12/4/1997,IDEPT6347,IDEPT6347
20151759,7/1/2015,4/28/1998,IDEPT2357,IDEPT2357
20151789,7/1/2015,4/21/1998,IDEPT2425,IDEPT2425
20151805,7/1/2015,8/31/1997,IDEPT1096,IDEPT1096
20151828,7/1/2015,9/20/1997,IDEPT1388,IDEPT1388
20151831,7/1/2015,5/19/1998,IDEPT8313,IDEPT8313
20151844,7/1/2015,10/13/1997,IDEPT6347,IDEPT6347
20151907,7/1/2015,3/14/1998,IDEPT5564,IDEPT5564
20151919,7/1/2015,4/5/1998,IDEPT5564,IDEPT5564
20151925,7/1/2015,7/8/1997,IDEPT1142,IDEPT1142
20151945,7/1/2015,1/12/1998,IDEPT4938,IDEPT4938
20151948,7/1/2015,2/11/1998,IDEPT1423,IDEPT1423
20151950,7/1/2015,9/18/1997,IDEPT5528,IDEPT5528
20151952,7/1/2015,12/4/1997,IDEPT1533,IDEPT1533
20151966,7/1/2015,5/29/1998,IDEPT2601,IDEPT2601
20151983,7/1/2015,9/18/1997,IDEPT8598,IDEPT8598
20151986,7/1/2015,11/24/1997,IDEPT2425,IDEPT2425
20152050,7/1/2015,8/26/1997,IDEPT5127,IDEPT5127
20152052,7/1/2015,1/11/1998,IDEPT5109,IDEPT5109
20152054,7/1/2015,2/14/1998,IDEPT7626,IDEPT7626
20152063,7/1/2015,1/23/1998,IDEPT7005,IDEPT7005
20152067,7/1/2015,1/11/1998,IDEPT8313,IDEPT8313
20152081,7/1/2015,7/18/1997,IDEPT6347,IDEPT6347
20152108,7/1/2015,5/6/1998,IDEPT2425,IDEPT2425
20152115,7/1/2015,3/13/1998,IDEPT3062,IDEPT3062
20152117,7/1/2015,12/26/1997,IDEPT1537,IDEPT1537
20152120,7/1/2015,3/23/1998,IDEPT4938,IDEPT4938
20152127,7/1/2015,11/17/1997,IDEPT4670,IDEPT4670
20152150,7/1/2015,2/4/1998,IDEPT7783,IDEPT7783
20152169,7/1/2015,4/18/1998,IDEPT5564,IDEPT5564
20152176,7/1/2015,8/19/1997,IDEPT1677,IDEPT1677
20152203,7/1/2015,3/13/1998,IDEPT5109,IDEPT5109
